Race Date	Race No.	Race Course	Distance	Field Going	Race Name	Course Type	Race Money	Pla.	Horse No.	Horse	Jockey	Trainer	Act. Wt.	Declare. Horse Wt.	Dr.	LBW	Running Position	Finish Time	Win Odds
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	3	10	勝利風範(C186)	何澤堯	呂健威	119	1129	1	1-1/4	10 9 3	1:09.72	12
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	4	7	加州得迅(D276)	郭能	告東尼	123	1153	8	2-1/2	7 8 4	1:09.93	9.7
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	5	6	大金庫(C146)	彭國年	高伯新	124	1114	10	3	9 7 5	1:09.97	25
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	6	1	紅運大師(C287)	賀銘年	蔡約翰	133	1049	11	4-3/4	4 3 6	1:10.27	11
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	7	8	好好學習(C458)	田泰安	呂健威	120	1076	6	5-3/4	6 2 7	1:10.43	6.6
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	8	3	艮志騰雲(B119)	巴度	沈集成	130	1231	9	6-1/4	5 4 8	1:10.53	11
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	9	9	新力寶(A379)	馬雅	蘇偉賢	119	1199	5	10	8 11 9	1:11.10	15
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	10	5	精靈勇士(D172)	莫雷拉	方嘉柏	126	1125	7	10-1/4	3 5 10	1:11.14	4.1
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	11	11	南區寶(D149)	潘明輝	羅富全	116	1103	2	15-3/4	2 1 11	1:12.04	14
2021/06/13	10	ST	第二班 - 1200米 - (100-80)	濕慢地	長沙讓賽	全天候跑道	HK$ 2,200,000	12	4	和氣生財(D110)	黃俊	徐雨石	122	1105	4	27-1/4	1 6 12	1:13.89	20
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	1	5	明月千山(C403)	黎海榮	徐雨石	130	1139	5	-	3 2 1	1:09.74	10
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	 2	12	趣怡(D242)	巴度	蘇偉賢	115	1060	10	1-1/2	11 7 2	1:09.98	5.1
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	3	9	獵狐章者(B187)	彭國年	呂健威	121	1006	9	1-1/2	8 4 3	1:10.00	15
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	4	3	魅力漢子(C412)	莫雷拉	蔡約翰	131	1119	2	2-1/2	2 3 4	1:10.13	5.5
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	5	7	喜又盈(C515)	馬雅	何良	124	1010	3	3-1/4	7 8 5	1:10.25	67
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	6	10	良朋共盛(C405)	梁家俊	賀賢	121	1020	4	3-1/4	6 9 6	1:10.28	64
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	7	2	陽明冠爵(D240)	周俊樂	韋達	128	1078	1	3-3/4	4 6 7	1:10.33	2.6
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	8	4	堅有料(C011)	田泰安	方嘉柏	131	1299	11	3-3/4	12 11 8	1:10.36	12
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	9	11	玩斗財星(C243)	潘明輝	苗禮德	119	1156	7	5	1 1 9	1:10.53	11
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	10	6	全心全意(C254)	薛恩	姚本輝	129	1042	8	5-1/4	5 5 10	1:10.58	21
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	11	1	智弗拍檔(D330)	郭能	羅富全	133	1074	12	7-1/2	10 10 11	1:10.93	60
2021/06/06	1	ST	第五班 - 1200米 - (40-0)	好地	寶田讓賽	"草地 - ""C"" 賽道"	HK$ 750,000	12	8	龍之英(C206)	黃皓楠	鄭俊偉	118	1085	6	7-1/2	9 12 12	1:10.94	39
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	1	4	帆哥兒(B089)	莫雷拉	方嘉柏	131	1104	8	-	2 1 1	0:55.44	3.6
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	2	13	海豚星(C332)	巫顯東	徐雨石	118	1154	10	3	1 2 2	0:55.94	5.3
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	3	8	育成精彩(E359)	潘明輝	葉楚航	124	1120	6	4	8 6 3	0:56.07	30
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	4	5	大武士(B216)	陳嘉熙	沈集成	121	1180	9	4-3/4	4 3 4	0:56.20	11
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	5	14	吉利大勝(D122)	彭國年	高伯新	118	1156	13	5	6 5 5	0:56.23	14
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	6	1	同盟力量(C036)	周俊樂	姚本輝	124	1237	11	5-1/2	5 8 6	0:56.31	5.8
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	7	7	伊貝(E372)	潘頓	大衛希斯	126	1040	3	5-1/2	13 10 7	0:56.33	11
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	8	2	過河勁卒(C381)	史卓豐	蔡約翰	133	1062	7	5-3/4	3 4 8	0:56.37	16
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	9	12	星際精英(D281)	田泰安	蘇偉賢	123	1137	14	6	10 11 9	0:56.40	5.8
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	10	6	友之星(E072)	馬雅	容天鵬	126	1182	5	7	7 7 10	0:56.56	59
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	11	10	插班生(E032)	黃皓楠	何良	123	1178	4	9-1/4	9 12 11	0:56.93	111
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	12	9	幸運勇駒(E292)	楊明綸	蘇保羅	126	1116	12	9-3/4	12 9 12	0:56.99	141
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	13	3	真勇士(D072)	梁家俊	文家良	132	1176	1	9-3/4	11 13 13	0:57.00	52
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	14	11	威榮(E333)	賀銘年	呂健威	126	1053	2	23	14 14 14	0:59.14	78
2021/06/06	2	ST	第四班 - 1000米 - (60-40)	好地至快地	美田讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	WV	 	地通拿(D346)	郭能	霍利時	133	---	---	---	---	---	---
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	1	5	連連歡樂(D376)	潘明輝	告東尼	120	1131	8	-	2 1 1	0:55.26	3.5
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	2	3	精彩勇士(D387)	潘頓	大衛希斯	128	1134	3	頭位	1 2 2	0:55.29	6.7
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	3	2	智醒財星(D421)	莫雷拉	方嘉柏	128	1188	9	2-1/2	5 3 3	0:55.65	2.2
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	4	7	萬里飛至(E204)	賀銘年	蘇偉賢	120	1044	1	3-1/4	9 9 4	0:55.78	88
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	5	1	佳景福星(C454)	郭能	葉楚航	133	1159	4	4-1/4	7 4 5	0:55.94	8.2
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	6	8	閃電烈馬(C201)	楊明綸	葉楚航	119	1153	6	6-1/4	4 5 6	0:56.24	12
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	7	9	奮鬥雄才(E255)	巴度	韋達	118	1061	2	6-3/4	8 7 7	0:56.33	25
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	8	4	飛凡(E271)	田泰安	蔡約翰	125	1096	5	7-1/4	6 6 8	0:56.43	25
2021/06/06	3	ST	第三班 - 1000米 - (80-60)	好地至快地	廣田讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	9	6	夢幻人生(C166)	梁家俊	文家良	122	1157	7	7-1/2	3 8 9	0:56.46	31
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	1	6	福星高照(D407)	周俊樂	容天鵬	121	1212	14	-	10 10 8 1	1:39.11	7.3
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	 2	1	皇龍司令(C208)	梁家俊	徐雨石	133	1082	3	1-1/4	7 7 7 2	1:39.32	3.7
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	 3	3	帝豪寶駒(C035)	田泰安	蘇偉賢	131	1163	2	1-1/2	5 5 5 3	1:39.33	6.1
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	4	11	盛勢(V243)	潘明輝	賀賢	111	1081	4	1-1/2	1 1 1 4	1:39.34	8.4
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	5	8	跑得寶寶(E179)	巴度	呂健威	126	1366	12	2	11 11 10 5	1:39.42	44
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	6	9	輝煌巨星(C046)	潘頓	蘇保羅	120	1061	8	3	8 8 9 6	1:39.58	5.5
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	7	2	水星二號(D303)	彭國年	苗禮德	131	1210	13	4	12 13 13 7	1:39.74	85
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	8	7	電路一號(B373)	郭能	告東尼	125	1071	10	4	6 6 6 8	1:39.75	15
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	9	10	無忌(D255)	黃皓楠	丁冠豪	115	1025	9	6-1/2	9 9 12 9	1:40.14	113
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	10	12	火天大有(V406)	黎海榮	何良	113	1079	11	7	14 12 11 10	1:40.22	36
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	11	4	友瑩昇(D417)	莫雷拉	蔡約翰	129	1030	1	7	4 4 4 11	1:40.24	10
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	12	14	向前看(B331)	楊明綸	鄭俊偉	113	1120	7	8-1/4	3 3 2 12	1:40.44	14
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	13	5	正時機(C161)	陳嘉熙	葉楚航	121	1262	6	21-3/4	2 2 3 13	1:42.57	33
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	14	13	靚籐王(B425)	巫顯東	高伯新	110	1180	5	38-3/4	13 14 14 14	1:45.31	55
2021/06/06	4	ST	第五班 - 1650米 - (40-0)	好地	欣田讓賽	全天候跑道	HK$ 750,000	WV	 	睡眠攻略(C493)	薛恩	霍利時	125	---	---	---	---	---	---
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	1	4	包裝大獎(E264)	潘頓	大衛希斯	126	1128	12	-	3 2 1 1	1:22.05	4.9
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	2	11	歡樂小子(S235)	黎海榮	文家良	118	1286	4	1-1/4	8 11 9 2	1:22.21	34
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	3	12	金鼓雷鳴(E042)	周俊樂	韋達	115	1013	5	1-1/2	2 5 5 3	1:22.26	11
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	4	5	勁加加(B319)	巴度	賀賢	124	1028	7	1-1/2	5 4 3 4	1:22.29	19
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	5	10	神期大帝(D107)	田泰安	告東尼	118	1070	1	1-3/4	4 3 6 5	1:22.34	5.9
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	6	9	摘星之光(D007)	賀銘年	蘇偉賢	120	1106	8	2-1/4	12 10 11 6	1:22.43	11
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	7	6	得勝多(E161)	梁家俊	姚本輝	122	1033	14	3	13 13 13 7	1:22.54	13
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	8	14	雷公鑿(V279)	巫顯東	徐雨石	111	1186	2	3-1/2	7 7 10 8	1:22.62	21
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	9	1	獨角寶寶(C203)	陳嘉熙	高伯新	126	1147	10	4-1/4	1 1 2 9	1:22.72	8.7
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	10	2	二雋(D415)	莫雷拉	蔡約翰	132	1015	3	4-1/4	6 8 7 10	1:22.73	3.6
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	11	13	日日有餘(E064)	楊明綸	方嘉柏	115	1152	9	5	11 12 12 11	1:22.86	59
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	12	8	鑽石福星(D446)	史卓豐	丁冠豪	121	1185	13	5-1/2	14 14 14 12	1:22.93	109
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	13	3	悅驫(C521)	潘明輝	羅富全	128	1034	11	6-1/4	9 6 4 13	1:23.03	32
2021/06/06	5	ST	第四班 - 1400米 - (60-40)	好地至快地	安蔭讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	14	7	蟲草之凰(E107)	郭能	呂健威	121	1093	6	13	10 9 8 14	1:24.12	59
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	1	13	喜氣綿綿(C236)	莫雷拉	蘇保羅	116	1104	14	-	14 13 11 1	1:38.08	3.1
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	2	10	嘉才(D196)	賀銘年	呂健威	120	1174	6	頸位	2 3 2 2	1:38.15	8.3
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	3	6	愛馬劍(B013)	潘明輝	告東尼	126	1031	7	2	6 6 7 3	1:38.40	6.5
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	4	11	旅英福星(C368)	梁家俊	何良	118	1025	10	2-1/4	9 8 8 4	1:38.44	13
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	5	12	皮具之星(C307)	周俊樂	容天鵬	114	1285	2	2-3/4	10 10 9 5	1:38.52	10
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	6	4	幸福友善(E044)	潘頓	沈集成	132	1165	13	3-1/4	12 14 14 6	1:38.60	13
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	7	5	機緣巧俠(C358)	巴度	文家良	131	1105	11	4	11 11 12 7	1:38.70	19
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	8	9	金獅大將(E057)	史卓豐	大衛希斯	125	1081	1	4-3/4	7 7 6 8	1:38.85	14
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	9	2	友盈友福(D343)	黃皓楠	鄭俊偉	130	1081	9	5	3 2 3 9	1:38.86	17
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	10	3	一舖成名(B162)	薛恩	葉楚航	132	1140	5	5-1/4	8 9 10 10	1:38.92	64
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	11	7	印水紙(D043)	彭國年	高伯新	127	1138	8	7-1/2	1 1 1 11	1:39.26	31
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	12	1	兩全其美(D205)	陳嘉熙	方嘉柏	126	1156	12	7-3/4	13 12 13 12	1:39.34	18
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	13	14	翡翠劇院(A040)	田泰安	姚本輝	116	1098	4	10-1/2	5 4 5 13	1:39.77	23
2021/06/06	6	ST	第四班 - 1650米 - (60-40)	好地	平田讓賽	全天候跑道	HK$ 1,000,000	14	8	鵰神(B023)	郭能	蘇偉賢	127	1154	3	12	4 5 4 14	1:39.98	17
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	1	10	源源動力(D014)	潘明輝	羅富全	118	1132	4	-	1 1 1	1:08.75	19
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	2	5	幸運有您(E356)	史卓豐	大衛希斯	126	1200	9	頸位	2 2 2	1:08.79	5.1
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	3	3	勝利才子(E091)	潘頓	賀賢	129	1234	2	2-3/4	3 3 3	1:09.19	2
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	4	12	春風得意(C309)	莫雷拉	方嘉柏	116	1056	10	4	8 7 4	1:09.38	6.2
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	5	4	誠心所願(E343)	周俊樂	韋達	121	1037	6	4-3/4	4 4 5	1:09.49	97
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	6	8	進優自在(D258)	田泰安	徐雨石	123	1036	3	4-3/4	6 6 6	1:09.49	10
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	7	2	健康美麗(B384)	郭能	文家良	130	1062	7	5-1/2	9 8 7	1:09.63	39
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	8	11	東龍陣(B394)	馬雅	容天鵬	119	1120	1	6-1/4	5 5 8	1:09.75	76
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	9	1	龍寶寶(E098)	賀銘年	蔡約翰	133	1062	11	6-1/2	10 11 9	1:09.77	29
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	10	6	對衡之星(E082)	巴度	蘇保羅	125	1164	12	6-1/2	12 12 10	1:09.78	13
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	11	9	星夢帝國(C407)	梁家俊	葉楚航	123	1125	8	6-1/2	11 9 11	1:09.80	17
2021/06/06	7	ST	第四班 - 1200米 - (60-40)	好地至快地	安定讓賽	"草地 - ""C"" 賽道"	HK$ 1,000,000	12	7	特登(E377)	黎海榮	何良	123	1172	5	22-1/4	7 10 12	1:12.29	197
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	1	10	閃耀榮光(B372)	田泰安	容天鵬	117	1222	8	-	2 2 1	1:08.81	14
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	2	1	知道再勝(E178)	潘頓	沈集成	133	1309	7	頸位	1 1 2	1:08.87	3.6
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	 3	11	神之水滴(E260)	莫雷拉	蔡約翰	117	1132	10	1	5 3 3	1:08.98	1.5
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	4	4	樂滿貫(D476)	郭能	告東尼	123	1093	12	1-1/4	11 12 4	1:09.01	64
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	5	8	二話不說(C134)	彭國年	葉楚航	118	1126	5	1-3/4	6 7 5	1:09.10	53
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	6	3	發財寶(B220)	周俊樂	韋達	121	1060	11	1-3/4	7 6 6	1:09.11	38
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	7	6	心之行(E380)	黃皓楠	呂健威	118	1125	2	3	3 4 7	1:09.29	36
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	8	2	行星夢(D100)	史卓豐	丁冠豪	131	1286	9	3-1/4	10 10 8	1:09.35	48
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	9	12	確認眼神(D404)	馬雅	姚本輝	117	1188	6	4-1/2	8 8 9	1:09.55	97
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	10	5	弛曜風(C028)	潘明輝	羅富全	120	1089	1	4-1/2	12 11 10	1:09.55	12
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	11	7	電訊琪峯(D368)	巴度	蘇偉賢	119	1100	3	4-3/4	9 9 11	1:09.56	68
2021/06/06	8	ST	第三班 - 1200米 - (80-60)	好地至快地	麗安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	12	9	美麗友盈(C124)	梁家俊	文家良	118	1088	4	6	4 5 12	1:09.77	95
2021/06/06	9	ST	第三班 - 1400米 - (80-60)	好地至快地	利安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	 1	7	一舖縱橫(B385)	彭國年	葉楚航	120	1078	3	-	2 5 4 1	1:21.22	12
2021/06/06	9	ST	第三班 - 1400米 - (80-60)	好地至快地	利安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	2	13	凌駕(C386)	莫雷拉	蔡約翰	117	1116	12	短馬頭位	5 3 2 2	1:21.24	7.8
2021/06/06	9	ST	第三班 - 1400米 - (80-60)	好地至快地	利安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	3	6	天生一對(C027)	潘頓	丁冠豪	121	1089	9	1-1/2	6 6 6 3	1:21.47	4.8
2021/06/06	9	ST	第三班 - 1400米 - (80-60)	好地至快地	利安讓賽	"草地 - ""C"" 賽道"	HK$ 1,500,000	 4	12	快馬飛馳(C277)	巴度	羅富全	117	1131	8	2-1/4	9 10 10 4	1:21.60	15
